"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Greece","Morocco","2006","4","","4",""
"Greece","Myanmar","2006","8","","8",""
"Greece","Nigeria","2006","39","2","39","2"
"Greece","Pakistan","2006","11","","11",""
"Greece","Russian Federation","2006","18","","18",""
"Greece","Rwanda","2006","20","","20",""
"Greece","Serbia (and Kosovo: S/RES/1244 (1999))","2006","30","","30",""
"Greece","Sierra Leone","2006","24","","24",""
"Greece","Somalia","2006","17","","17",""
"Greece","Sri Lanka","2006","36","","36",""
"Greece","State of Palestine","2006","18","","18",""
"Greece","Sudan","2006","64","","64",""
"Greece","Syrian Arab Rep.","2006","50","","50",""
"Greece","Tunisia","2006","1","","1",""
"Greece","Turkey","2006","328","1","328","1"
"Greece","Ukraine","2006","3","","3",""
"Greece","United Rep. of Tanzania","2006","1","","1",""
"Greece","Uzbekistan","2006","11","","11",""
"Greece","Various","2006","28","","28",""
"Greece","Viet Nam","2006","4","","4",""
"Greece","Zimbabwe","2006","1","","1",""
"Guatemala","China","2006","1","","1",""
"Guatemala","Colombia","2006","2","","2",""
"Guatemala","Cuba","2006","9","","9",""
"Guatemala","Dominican Rep.","2006","1","","1",""
"Guatemala","El Salvador","2006","53","","53",""
"Guatemala","Haiti","2006","3","","3",""
"Guatemala","Honduras","2006","12","","12",""
"Guatemala","Nicaragua","2006","295","","295",""
"Guatemala","Nigeria","2006","1","","1",""
"Guatemala","Russian Federation","2006","4","","4",""
"Guatemala","Sudan","2006","1","","1",""
"Guinea","Angola","2006","1","1","1","1"
"Guinea","Burundi","2006","6","6","6","6"
"Guinea","Cameroon","2006","1","1","1","1"
"Guinea","Central African Rep.","2006","1","1","1","1"
"Guinea","Congo","2006","11","11","11","11"
"Guinea","Côte d'Ivoire","2006","4335","4335","4335","4335"
"Guinea","Dem. Rep. of the Congo","2006","19","19","19","19"
"Guinea","Liberia","2006","21816","21816","21816","21816"
"Guinea","Nigeria","2006","3","3","3","3"
"Guinea","Rwanda","2006","8","8","8","8"
"Guinea","Sierra Leone","2006","5259","5259","5259","5259"
"Guinea","Togo","2006","7","7","7","7"
"Guinea","Zimbabwe","2006","1","1","1","1"
"Guinea-Bissau","Burundi","2006","3","3","3","3"
"Guinea-Bissau","Congo","2006","6","6","6","6"
"Guinea-Bissau","Côte d'Ivoire","2006","45","45","45","45"
"Guinea-Bissau","Dem. Rep. of the Congo","2006","2","2","2","2"
"Guinea-Bissau","Ghana","2006","1","1","1","1"
"Guinea-Bissau","Liberia","2006","88","88","88","88"
"Guinea-Bissau","Nigeria","2006","2","2","2","2"
"Guinea-Bissau","Senegal","2006","7454","7454","7454","7454"
"Guinea-Bissau","Sierra Leone","2006","198","198","198","198"
"Guinea-Bissau","Togo","2006","1","1","1","1"
"Guinea-Bissau","Various","2006","4","4","4","4"
"Honduras","Colombia","2006","2","","2",""
"Honduras","Cuba","2006","7","","7",""
"Honduras","Haiti","2006","9","","9",""
"Honduras","Islamic Rep. of Iran","2006","4","","4",""
"Hong Kong SAR, China","Bangladesh","2006","2","2","2","2"
"Hong Kong SAR, China","Burundi","2006","1","1","1","1"
"Hong Kong SAR, China","Cameroon","2006","1","1","1","1"
"Hong Kong SAR, China","Congo","2006","6","6","6","6"
"Hong Kong SAR, China","Côte d'Ivoire","2006","1","1","1","1"
"Hong Kong SAR, China","Dem. Rep. of the Congo","2006","3","3","3","3"
"Hong Kong SAR, China","Eritrea","2006","1","1","1","1"
"Hong Kong SAR, China","Ethiopia","2006","7","7","7","7"
"Hong Kong SAR, China","Guinea-Bissau","2006","1","1","1","1"
"Hong Kong SAR, China","Islamic Rep. of Iran","2006","5","5","5","5"
"Hong Kong SAR, China","Liberia","2006","3","3","3","3"
"Hong Kong SAR, China","Myanmar","2006","1","1","1","1"
"Hong Kong SAR, China","Nepal","2006","11","11","11","11"
"Hong Kong SAR, China","Pakistan","2006","18","18","18","18"
"Hong Kong SAR, China","Russian Federation","2006","2","2","2","2"
"Hong Kong SAR, China","Somalia","2006","30","30","30","30"
"Hong Kong SAR, China","Sri Lanka","2006","16","16","16","16"
"Hong Kong SAR, China","Togo","2006","1","1","1","1"
"Hong Kong SAR, China","Uganda","2006","1","1","1","1"
"Hong Kong SAR, China","Viet Nam","2006","1829","10","1829","10"
"Hungary","Afghanistan","2006","2357","","2357",""
"Hungary","Albania","2006","5","","5",""
"Hungary","Algeria","2006","76","","76",""
"Hungary","Angola","2006","22","","22",""
"Hungary","Armenia","2006","145","","145",""
"Hungary","Azerbaijan","2006","5","","5",""
"Hungary","Bangladesh","2006","3","","3",""
"Hungary","Belarus","2006","3","","3",""
"Hungary","Bosnia and Herzegovina","2006","18","","18",""
"Hungary","Burkina Faso","2006","2","","2",""
"Hungary","Burundi","2006","4","","4",""
"Hungary","Cameroon","2006","105","","105",""
"Hungary","China","2006","19","","19",""
"Hungary","Colombia","2006","1","","1",""
"Hungary","Comoros","2006","3","","3",""
"Hungary","Congo","2006","30","","30",""
"Hungary","Côte d'Ivoire","2006","6","","6",""
"Hungary","Croatia","2006","2","","2",""
"Hungary","Cuba","2006","20","","20",""
"Hungary","Dem. Rep. of the Congo","2006","37","","37",""
"Hungary","Ecuador","2006","1","","1",""
"Hungary","Egypt","2006","4","","4",""
"Hungary","Eritrea","2006","3","","3",""
"Hungary","Ethiopia","2006","55","","55",""
"Hungary","Georgia","2006","92","","92",""
"Hungary","Ghana","2006","10","","10",""
"Hungary","Guinea","2006","7","","7",""
"Hungary","India","2006","1","","1",""
"Hungary","Iraq","2006","1235","","1235",""
"Hungary","Islamic Rep. of Iran","2006","160","","160",""
"Hungary","Jordan","2006","1","","1",""
"Hungary","Kenya","2006","3","","3",""
"Hungary","Kuwait","2006","2","","2",""
"Hungary","Lebanon","2006","5","","5",""
"Hungary","Liberia","2006","28","","28",""
"Hungary","Libya","2006","8","","8",""
"Hungary","Madagascar","2006","1","","1",""
"Hungary","Mauritania","2006","1","","1",""
"Hungary","Morocco","2006","2","","2",""
"Hungary","Nepal","2006","14","","14",""
"Hungary","Nigeria","2006","116","","116",""
"Hungary","Pakistan","2006","63","","63",""
"Hungary","Rep. of Moldova","2006","4","","4",""
"Hungary","Romania","2006","24","","24",""
"Hungary","Russian Federation","2006","134","","134",""
"Hungary","Rwanda","2006","1","","1",""
"Hungary","Saudi Arabia","2006","1","","1",""
"Hungary","Senegal","2006","9","","9",""
"Hungary","Serbia (and Kosovo: S/RES/1244 (1999))","2006","2359","","2359",""
"Hungary","Sierra Leone","2006","80","","80",""
"Hungary","Somalia","2006","181","","181",""
"Hungary","Sri Lanka","2006","5","","5",""
"Hungary","State of Palestine","2006","96","","96",""
"Hungary","Stateless","2006","33","","33",""
"Hungary","Sudan","2006","139","","139",""
"Hungary","Swaziland","2006","1","","1",""
"Hungary","Syrian Arab Rep.","2006","46","","46",""
"Hungary","The former Yugoslav Rep. of Macedonia","2006","7","","7",""
"Hungary","Togo","2006","9","","9",""
"Hungary","Tunisia","2006","2","","2",""
"Hungary","Turkey","2006","69","","69",""
"Hungary","Uganda","2006","8","","8",""
"Hungary","Ukraine","2006","48","","48",""
"Hungary","United Rep. of Tanzania","2006","3","","3",""
"Hungary","Uzbekistan","2006","5","","5",""
"Hungary","Various","2006","127","","127",""
"Hungary","Viet Nam","2006","2","","2",""
"Hungary","Yemen","2006","1","","1",""
"Hungary","Zimbabwe","2006","6","","6",""
"Iceland","Afghanistan","2006","1","","1",""
"Iceland","Albania","2006","9","","9",""
"Iceland","Armenia","2006","2","","2",""
"Iceland","Belarus","2006","1","","1",""
"Iceland","Colombia","2006","24","","24",""
"Iceland","Croatia","2006","23","","23",""
"Iceland","Dem. Rep. of the Congo","2006","1","","1",""
"Iceland","Eritrea","2006","1","","1",""
"Iceland","Georgia","2006","1","","1",""
"Iceland","Iraq","2006","4","","4",""
"Iceland","Islamic Rep. of Iran","2006","4","","4",""
"Iceland","Lebanon","2006","1","","1",""
"Iceland","Libya","2006","1","","1",""
"Iceland","Morocco","2006","1","","1",""
"Iceland","Myanmar","2006","1","","1",""
"Iceland","Romania","2006","1","","1",""
"Iceland","Russian Federation","2006","1","","1",""
"Iceland","Serbia (and Kosovo: S/RES/1244 (1999))","2006","157","","157",""
"Iceland","Sierra Leone","2006","1","","1",""
"Iceland","Slovakia","2006","4","","4",""
"Iceland","Syrian Arab Rep.","2006","1","","1",""
"Iceland","Tunisia","2006","1","","1",""
"Iceland","Ukraine","2006","26","","26",""
"India","Afghanistan","2006","9472","9472","9472","9472"
"India","Bosnia and Herzegovina","2006","1","1","1","1"
"India","China","2006","77200","3","77200","3"
"India","Côte d'Ivoire","2006","1","1","1","1"
"India","Dem. Rep. of the Congo","2006","6","6","6","6"
"India","Eritrea","2006","1","1","1","1"
"India","Ethiopia","2006","2","2","2","2"
"India","Iraq","2006","12","12","12","12"
"India","Islamic Rep. of Iran","2006","44","44","44","44"
"India","Lao People's Dem. Rep.","2006","1","1","1","1"
"India","Liberia","2006","1","1","1","1"
"India","Myanmar","2006","1812","1812","1812","1812"
"India","Sierra Leone","2006","1","1","1","1"
"India","Somalia","2006","130","130","130","130"
"India","Sri Lanka","2006","69609","","69609",""
"India","State of Palestine","2006","61","61","61","61"
"India","Sudan","2006","12","12","12","12"
"Indonesia","Afghanistan","2006","65","65","65","65"
"Indonesia","Brunei Darussalam","2006","1","1","1","1"
"Indonesia","China","2006","2","2","2","2"
"Indonesia","Côte d'Ivoire","2006","1","1","1","1"
"Indonesia","Dem. Rep. of the Congo","2006","8","8","8","8"
"Indonesia","Egypt","2006","2","2","2","2"
"Indonesia","Ethiopia","2006","1","1","1","1"
"Indonesia","Iraq","2006","172","172","172","172"
"Indonesia","Islamic Rep. of Iran","2006","1","1","1","1"
"Indonesia","Morocco","2006","1","1","1","1"
"Indonesia","Myanmar","2006","19","19","19","19"
"Indonesia","Somalia","2006","22","22","22","22"
"Indonesia","Sri Lanka","2006","2","2","2","2"
"Indonesia","State of Palestine","2006","3","3","3","3"
"Indonesia","Syrian Arab Rep.","2006","1","1","1","1"
"Iraq","Islamic Rep. of Iran","2006","11773","11773","11773","11773"
"Iraq","State of Palestine","2006","15000","15000","15000","15000"
"Iraq","Sudan","2006","138","138","138","138"
"Iraq","Syrian Arab Rep.","2006","663","663","663","663"
"Iraq","Turkey","2006","16832","16832","16832","16832"
"Ireland","Afghanistan","2006","99","","99",""
"Ireland","Albania","2006","153","","153",""
"Ireland","Algeria","2006","90","","90",""
"Ireland","Angola","2006","281","","281",""
"Ireland","Argentina","2006","1","","1",""
"Ireland","Armenia","2006","32","","32",""
"Ireland","Azerbaijan","2006","26","","26",""
"Ireland","Bangladesh","2006","18","","18",""
"Ireland","Belarus","2006","39","","39",""
"Ireland","Belgium","2006","16","","16",""
"Ireland","Benin","2006","2","","2",""
"Ireland","Bhutan","2006","8","","8",""
"Ireland","Bosnia and Herzegovina","2006","3","","3",""
"Ireland","Brazil","2006","2","","2",""
"Ireland","Bulgaria","2006","38","","38",""
"Ireland","Burkina Faso","2006","1","","1",""
"Ireland","Burundi","2006","36","","36",""
"Ireland","Cameroon","2006","129","","129",""
"Ireland","Central African Rep.","2006","19","","19",""
"Ireland","Chad","2006","8","","8",""
"Ireland","China","2006","75","","75",""
"Ireland","Colombia","2006","1","","1",""
"Ireland","Congo","2006","18","","18",""
"Ireland","Côte d'Ivoire","2006","80","","80",""
"Ireland","Croatia","2006","295","","295",""
"Ireland","Cuba","2006","8","","8",""
"Ireland","Czech Rep.","2006","125","","125",""
"Ireland","Dem. People's Rep. of Korea","2006","5","","5",""
"Ireland","Dem. Rep. of the Congo","2006","470","","470",""
"Ireland","Egypt","2006","24","","24",""
"Ireland","Eritrea","2006","55","","55",""
"Ireland","Estonia","2006","12","","12",""
"Ireland","Ethiopia","2006","53","","53",""
"Ireland","Gambia","2006","6","","6",""
"Ireland","Georgia","2006","145","","145",""
"Ireland","Ghana","2006","46","","46",""
"Ireland","Guatemala","2006","2","","2",""
"Ireland","Guinea","2006","46","","46",""
"Ireland","Guinea-Bissau","2006","1","","1",""
"Ireland","Hungary","2006","4","","4",""
"Ireland","India","2006","6","","6",""
"Ireland","Indonesia","2006","1","","1",""
"Ireland","Iraq","2006","338","","338",""
"Ireland","Islamic Rep. of Iran","2006","365","","365",""
"Ireland","Israel","2006","25","","25",""
"Ireland","Jamaica","2006","8","","8",""
"Ireland","Japan","2006","2","","2",""
"Ireland","Jordan","2006","2","","2",""
"Ireland","Kazakhstan","2006","69","","69",""
"Ireland","Kenya","2006","100","","100",""
"Ireland","Kuwait","2006","27","","27",""
"Ireland","Kyrgyzstan","2006","14","","14",""
"Ireland","Latvia","2006","23","","23",""
"Ireland","Lebanon","2006","12","","12",""
"Ireland","Lesotho","2006","1","","1",""
"Ireland","Liberia","2006","40","","40",""
"Ireland","Libya","2006","64","","64",""
"Ireland","Lithuania","2006","22","","22",""
"Ireland","Malawi","2006","4","","4",""
"Ireland","Mauritania","2006","4","","4",""
"Ireland","Mauritius","2006","1","","1",""
"Ireland","Morocco","2006","4","","4",""
"Ireland","Mozambique","2006","5","","5",""
"Ireland","Myanmar","2006","4","","4",""
"Ireland","Nepal","2006","4","","4",""
"Ireland","Niger","2006","4","","4",""
"Ireland","Nigeria","2006","619","","619",""
"Ireland","Pakistan","2006","142","","142",""
"Ireland","Philippines","2006","3","","3",""
"Ireland","Poland","2006","54","","54",""
"Ireland","Rep. of Moldova","2006","199","","199",""
"Ireland","Romania","2006","328","","328",""
"Ireland","Russian Federation","2006","292","","292",""
"Ireland","Rwanda","2006","82","","82",""
"Ireland","Saudi Arabia","2006","1","","1",""
"Ireland","Serbia (and Kosovo: S/RES/1244 (1999))","2006","376","","376",""
"Ireland","Sierra Leone","2006","77","","77",""
