"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Germany","Rep. of Moldova","2005","5466","","5466",""
"Germany","Romania","2005","8496","","8496",""
"Germany","Russian Federation","2005","41732","","41732",""
"Germany","Rwanda","2005","272","","272",""
"Germany","Saint Lucia","2005","1","","1",""
"Germany","Saudi Arabia","2005","4","","4",""
"Germany","Senegal","2005","311","","311",""
"Germany","Serbia (and Kosovo: S/RES/1244 (1999))","2005","99789","","99789",""
"Germany","Seychelles","2005","1","","1",""
"Germany","Sierra Leone","2005","1166","","1166",""
"Germany","Singapore","2005","2","","2",""
"Germany","Slovakia","2005","511","","511",""
"Germany","Slovenia","2005","125","","125",""
"Germany","Somalia","2005","2903","","2903",""
"Germany","South Africa","2005","64","","64",""
"Germany","Spain","2005","39","","39",""
"Germany","Sri Lanka","2005","15304","","15304",""
"Germany","Stateless","2005","4090","","4090",""
"Germany","Sudan","2005","851","","851",""
"Germany","Sweden","2005","64","","64",""
"Germany","Switzerland","2005","9","","9",""
"Germany","Syrian Arab Rep.","2005","10469","","10469",""
"Germany","Tajikistan","2005","152","","152",""
"Germany","Thailand","2005","67","","67",""
"Germany","The former Yugoslav Rep. of Macedonia","2005","6539","","6539",""
"Germany","Togo","2005","5988","","5988",""
"Germany","Tonga","2005","2","","2",""
"Germany","Trinidad and Tobago","2005","1","","1",""
"Germany","Tunisia","2005","1537","","1537",""
"Germany","Turkey","2005","122891","","122891",""
"Germany","Turkmenistan","2005","460","","460",""
"Germany","Uganda","2005","363","","363",""
"Germany","Ukraine","2005","56276","","56276",""
"Germany","United Arab Emirates","2005","3","","3",""
"Germany","United Kingdom","2005","42","","42",""
"Germany","United Rep. of Tanzania","2005","28","","28",""
"Germany","United States","2005","87","","87",""
"Germany","Uruguay","2005","9","","9",""
"Germany","Uzbekistan","2005","3353","","3353",""
"Germany","Various","2005","14088","","14088",""
"Germany","Venezuela (Bolivarian Republic of)","2005","6","","6",""
"Germany","Viet Nam","2005","30786","","30786",""
"Germany","Yemen","2005","296","","296",""
"Germany","Zambia","2005","9","","9",""
"Germany","Zimbabwe","2005","28","","28",""
"Ghana","Central African Rep.","2005","1","1","1","1"
"Ghana","Congo","2005","2","2","2","2"
"Ghana","Côte d'Ivoire","2005","5","5","5","5"
"Ghana","Eritrea","2005","1","1","1","1"
"Ghana","Liberia","2005","38684","38684","38684","38684"
"Ghana","Rwanda","2005","3","3","3","3"
"Ghana","Sierra Leone","2005","125","125","125","125"
"Ghana","Somalia","2005","1","1","1","1"
"Ghana","Sudan","2005","579","579","579","579"
"Ghana","Togo","2005","14136","14136","14136","14136"
"Greece","Afghanistan","2005","153","14","153","14"
"Greece","Albania","2005","7","","7",""
"Greece","Algeria","2005","8","","8",""
"Greece","Angola","2005","1","","1",""
"Greece","Armenia","2005","3","","3",""
"Greece","Australia","2005","1","","1",""
"Greece","Azerbaijan","2005","6","","6",""
"Greece","Bangladesh","2005","14","","14",""
"Greece","Burundi","2005","24","3","24","3"
"Greece","Cameroon","2005","4","","4",""
"Greece","Central African Rep.","2005","10","","10",""
"Greece","Chad","2005","3","","3",""
"Greece","China","2005","7","","7",""
"Greece","Congo","2005","4","","4",""
"Greece","Côte d'Ivoire","2005","2","","2",""
"Greece","Croatia","2005","1","","1",""
"Greece","Dem. Rep. of the Congo","2005","27","9","27","9"
"Greece","Egypt","2005","1","","1",""
"Greece","Eritrea","2005","4","","4",""
"Greece","Ethiopia","2005","25","4","25","4"
"Greece","Ghana","2005","5","","5",""
"Greece","Guinea-Bissau","2005","1","","1",""
"Greece","India","2005","6","","6",""
"Greece","Iraq","2005","907","53","907","53"
"Greece","Islamic Rep. of Iran","2005","351","6","351","6"
"Greece","Jordan","2005","1","","1",""
"Greece","Kenya","2005","3","","3",""
"Greece","Lebanon","2005","57","23","57","23"
"Greece","Liberia","2005","6","","6",""
"Greece","Morocco","2005","4","","4",""
"Greece","Myanmar","2005","5","","5",""
"Greece","Nigeria","2005","26","","26",""
"Greece","Pakistan","2005","10","3","10","3"
"Greece","Russian Federation","2005","16","","16",""
"Greece","Rwanda","2005","18","","18",""
"Greece","Serbia (and Kosovo: S/RES/1244 (1999))","2005","32","","32",""
"Greece","Sierra Leone","2005","24","6","24","6"
"Greece","Somalia","2005","3","","3",""
"Greece","Sri Lanka","2005","44","1","44","1"
"Greece","State of Palestine","2005","19","","19",""
"Greece","Stateless","2005","1","","1",""
"Greece","Sudan","2005","58","8","58","8"
"Greece","Syrian Arab Rep.","2005","49","","49",""
"Greece","Tunisia","2005","1","","1",""
"Greece","Turkey","2005","392","16","392","16"
"Greece","Ukraine","2005","3","","3",""
"Greece","United Rep. of Tanzania","2005","1","","1",""
"Greece","Uzbekistan","2005","11","","11",""
"Greece","Various","2005","27","3","27","3"
"Greece","Viet Nam","2005","4","","4",""
"Guatemala","China","2005","1","","1",""
"Guatemala","Colombia","2005","2","","2",""
"Guatemala","Cuba","2005","8","","8",""
"Guatemala","Dominican Rep.","2005","1","","1",""
"Guatemala","El Salvador","2005","55","","55",""
"Guatemala","Haiti","2005","3","","3",""
"Guatemala","Honduras","2005","12","","12",""
"Guatemala","Nicaragua","2005","303","","303",""
"Guatemala","Nigeria","2005","1","","1",""
"Guatemala","Russian Federation","2005","4","","4",""
"Guatemala","Sudan","2005","1","","1",""
"Guinea","Algeria","2005","1","1","1","1"
"Guinea","Burundi","2005","6","6","6","6"
"Guinea","Cameroon","2005","1","1","1","1"
"Guinea","Central African Rep.","2005","1","1","1","1"
"Guinea","Congo","2005","1","1","1","1"
"Guinea","Côte d'Ivoire","2005","3233","3233","3233","3233"
"Guinea","Dem. Rep. of the Congo","2005","14","14","14","14"
"Guinea","Liberia","2005","54810","54810","54810","54810"
"Guinea","Morocco","2005","1","1","1","1"
"Guinea","Nigeria","2005","5","5","5","5"
"Guinea","Romania","2005","1","1","1","1"
"Guinea","Rwanda","2005","10","10","10","10"
"Guinea","Sierra Leone","2005","5423","4137","5423","4137"
"Guinea","Sudan","2005","1","1","1","1"
"Guinea","Togo","2005","13","13","13","13"
"Guinea","Uganda","2005","3","3","3","3"
"Guinea","Zimbabwe","2005","1","1","1","1"
"Guinea-Bissau","Burundi","2005","3","3","3","3"
"Guinea-Bissau","Congo","2005","3","3","3","3"
"Guinea-Bissau","Côte d'Ivoire","2005","23","23","23","23"
"Guinea-Bissau","Dem. Rep. of the Congo","2005","2","2","2","2"
"Guinea-Bissau","Ghana","2005","1","1","1","1"
"Guinea-Bissau","Liberia","2005","62","62","62","62"
"Guinea-Bissau","Nigeria","2005","2","2","2","2"
"Guinea-Bissau","Senegal","2005","7320","7320","7320","7320"
"Guinea-Bissau","Sierra Leone","2005","195","195","195","195"
"Guinea-Bissau","Togo","2005","1","1","1","1"
"Guinea-Bissau","Various","2005","4","4","4","4"
"Honduras","Colombia","2005","2","","2",""
"Honduras","Cuba","2005","7","","7",""
"Honduras","Haiti","2005","9","","9",""
"Honduras","Islamic Rep. of Iran","2005","4","","4",""
"Hong Kong SAR, China","Afghanistan","2005","2","2","2","2"
"Hong Kong SAR, China","Burundi","2005","4","4","4","4"
"Hong Kong SAR, China","Cameroon","2005","2","2","2","2"
"Hong Kong SAR, China","Congo","2005","2","2","2","2"
"Hong Kong SAR, China","Côte d'Ivoire","2005","1","1","1","1"
"Hong Kong SAR, China","Dem. Rep. of the Congo","2005","5","5","5","5"
"Hong Kong SAR, China","Ethiopia","2005","5","5","5","5"
"Hong Kong SAR, China","Guinea-Bissau","2005","1","1","1","1"
"Hong Kong SAR, China","Islamic Rep. of Iran","2005","5","5","5","5"
"Hong Kong SAR, China","Liberia","2005","7","7","7","7"
"Hong Kong SAR, China","Myanmar","2005","1","1","1","1"
"Hong Kong SAR, China","Nepal","2005","9","9","9","9"
"Hong Kong SAR, China","Pakistan","2005","22","22","22","22"
"Hong Kong SAR, China","Rwanda","2005","2","2","2","2"
"Hong Kong SAR, China","Somalia","2005","26","26","26","26"
"Hong Kong SAR, China","Sri Lanka","2005","8","8","8","8"
"Hong Kong SAR, China","Togo","2005","4","4","4","4"
"Hong Kong SAR, China","Viet Nam","2005","1828","9","1828","9"
"Hungary","Afghanistan","2005","2376","","2376",""
"Hungary","Albania","2005","5","","5",""
"Hungary","Algeria","2005","77","","77",""
"Hungary","Angola","2005","22","","22",""
"Hungary","Armenia","2005","137","","137",""
"Hungary","Azerbaijan","2005","4","","4",""
"Hungary","Bangladesh","2005","3","","3",""
"Hungary","Belarus","2005","2","","2",""
"Hungary","Bosnia and Herzegovina","2005","17","","17",""
"Hungary","Burkina Faso","2005","2","","2",""
"Hungary","Burundi","2005","4","","4",""
"Hungary","Cameroon","2005","102","","102",""
"Hungary","China","2005","11","","11",""
"Hungary","Comoros","2005","3","","3",""
"Hungary","Congo","2005","30","","30",""
"Hungary","Côte d'Ivoire","2005","5","","5",""
"Hungary","Croatia","2005","4","","4",""
"Hungary","Cuba","2005","15","","15",""
"Hungary","Dem. Rep. of the Congo","2005","41","","41",""
"Hungary","Ecuador","2005","1","","1",""
"Hungary","Egypt","2005","1","","1",""
"Hungary","Eritrea","2005","3","","3",""
"Hungary","Ethiopia","2005","50","","50",""
"Hungary","Georgia","2005","92","","92",""
"Hungary","Ghana","2005","10","","10",""
"Hungary","Guinea","2005","4","","4",""
"Hungary","India","2005","1","","1",""
"Hungary","Iraq","2005","1252","","1252",""
"Hungary","Islamic Rep. of Iran","2005","153","","153",""
"Hungary","Jordan","2005","1","","1",""
"Hungary","Kenya","2005","3","","3",""
"Hungary","Kuwait","2005","2","","2",""
"Hungary","Lebanon","2005","6","","6",""
"Hungary","Liberia","2005","26","","26",""
"Hungary","Libya","2005","8","","8",""
"Hungary","Madagascar","2005","1","","1",""
"Hungary","Mauritania","2005","1","","1",""
"Hungary","Morocco","2005","2","","2",""
"Hungary","Nepal","2005","8","","8",""
"Hungary","Nigeria","2005","112","","112",""
"Hungary","Pakistan","2005","62","","62",""
"Hungary","Rep. of Moldova","2005","4","","4",""
"Hungary","Romania","2005","26","","26",""
"Hungary","Russian Federation","2005","129","","129",""
"Hungary","Rwanda","2005","1","","1",""
"Hungary","Saudi Arabia","2005","1","","1",""
"Hungary","Senegal","2005","9","","9",""
"Hungary","Serbia (and Kosovo: S/RES/1244 (1999))","2005","2388","","2388",""
"Hungary","Sierra Leone","2005","80","","80",""
"Hungary","Somalia","2005","155","","155",""
"Hungary","Sri Lanka","2005","5","","5",""
"Hungary","State of Palestine","2005","101","","101",""
"Hungary","Stateless","2005","31","","31",""
"Hungary","Sudan","2005","142","","142",""
"Hungary","Swaziland","2005","1","","1",""
"Hungary","Syrian Arab Rep.","2005","44","","44",""
"Hungary","The former Yugoslav Rep. of Macedonia","2005","7","","7",""
"Hungary","Togo","2005","9","","9",""
"Hungary","Tunisia","2005","2","","2",""
"Hungary","Turkey","2005","60","","60",""
"Hungary","Uganda","2005","8","","8",""
"Hungary","Ukraine","2005","52","","52",""
"Hungary","United Rep. of Tanzania","2005","3","","3",""
"Hungary","Uzbekistan","2005","3","","3",""
"Hungary","Various","2005","117","","117",""
"Hungary","Viet Nam","2005","2","","2",""
"Hungary","Yemen","2005","2","","2",""
"Hungary","Zimbabwe","2005","5","","5",""
"Iceland","Albania","2005","9","","9",""
"Iceland","Belarus","2005","1","","1",""
"Iceland","Colombia","2005","24","","24",""
"Iceland","Croatia","2005","23","","23",""
"Iceland","Dem. Rep. of the Congo","2005","1","","1",""
"Iceland","Georgia","2005","1","","1",""
"Iceland","Iraq","2005","4","","4",""
"Iceland","Islamic Rep. of Iran","2005","4","","4",""
"Iceland","Lebanon","2005","1","","1",""
"Iceland","Libya","2005","1","","1",""
"Iceland","Morocco","2005","1","","1",""
"Iceland","Myanmar","2005","1","","1",""
"Iceland","Romania","2005","1","","1",""
"Iceland","Russian Federation","2005","1","","1",""
"Iceland","Serbia (and Kosovo: S/RES/1244 (1999))","2005","157","","157",""
"Iceland","Sierra Leone","2005","1","","1",""
"Iceland","Slovakia","2005","4","","4",""
"Iceland","Syrian Arab Rep.","2005","1","","1",""
"Iceland","Tunisia","2005","1","","1",""
"Iceland","Ukraine","2005","26","","26",""
"Iceland","Various","2005","30","","30",""
"India","Afghanistan","2005","9700","9700","9700","9700"
"India","China","2005","77200","3","77200","3"
"India","Eritrea","2005","3","3","3","3"
"India","Ethiopia","2005","1","1","1","1"
"India","Iraq","2005","17","17","17","17"
"India","Islamic Rep. of Iran","2005","41","41","41","41"
"India","Israel","2005","6","6","6","6"
"India","Kazakhstan","2005","3","3","3","3"
"India","Lao People's Dem. Rep.","2005","1","1","1","1"
"India","Liberia","2005","1","1","1","1"
"India","Myanmar","2005","1471","1471","1471","1471"
"India","Serbia (and Kosovo: S/RES/1244 (1999))","2005","1","1","1","1"
"India","Sierra Leone","2005","1","1","1","1"
"India","Somalia","2005","104","104","104","104"
"India","Sri Lanka","2005","50730","","50730",""
"India","Sudan","2005","3","3","3","3"
"Indonesia","Afghanistan","2005","13","13","13","13"
"Indonesia","Brunei Darussalam","2005","1","1","1","1"
"Indonesia","China","2005","1","1","1","1"
"Indonesia","Dem. Rep. of the Congo","2005","7","7","7","7"
"Indonesia","Egypt","2005","2","2","2","2"
"Indonesia","Iraq","2005","32","32","32","32"
"Indonesia","Islamic Rep. of Iran","2005","20","20","20","20"
"Indonesia","Somalia","2005","10","10","10","10"
"Indonesia","State of Palestine","2005","1","1","1","1"
"Indonesia","Syrian Arab Rep.","2005","1","1","1","1"
"Indonesia","Viet Nam","2005","1","1","1","1"
"Iraq","Islamic Rep. of Iran","2005","13382","13382","13382","13382"
"Iraq","State of Palestine","2005","22698","22698","22698","22698"
"Iraq","Sudan","2005","138","138","138","138"
"Iraq","Syrian Arab Rep.","2005","627","627","627","627"
"Iraq","Turkey","2005","13332","13332","13332","13332"
"Ireland","Afghanistan","2005","77","","77",""
"Ireland","Albania","2005","141","","141",""
"Ireland","Algeria","2005","90","","90",""
"Ireland","Angola","2005","279","","279",""
"Ireland","Argentina","2005","1","","1",""
"Ireland","Armenia","2005","28","","28",""
"Ireland","Azerbaijan","2005","23","","23",""
"Ireland","Bangladesh","2005","12","","12",""
"Ireland","Belarus","2005","39","","39",""
"Ireland","Belgium","2005","16","","16",""
"Ireland","Benin","2005","2","","2",""
"Ireland","Bhutan","2005","5","","5",""
"Ireland","Bosnia and Herzegovina","2005","3","","3",""
"Ireland","Bulgaria","2005","38","","38",""
"Ireland","Burkina Faso","2005","1","","1",""
"Ireland","Burundi","2005","31","","31",""
"Ireland","Cameroon","2005","125","","125",""
"Ireland","Central African Rep.","2005","19","","19",""
"Ireland","Chad","2005","7","","7",""
"Ireland","China","2005","67","","67",""
"Ireland","Colombia","2005","1","","1",""
"Ireland","Congo","2005","15","","15",""
"Ireland","Côte d'Ivoire","2005","78","","78",""
"Ireland","Croatia","2005","289","","289",""
"Ireland","Cuba","2005","8","","8",""
"Ireland","Czech Rep.","2005","125","","125",""
"Ireland","Dem. People's Rep. of Korea","2005","5","","5",""
"Ireland","Dem. Rep. of the Congo","2005","443","","443",""
"Ireland","Egypt","2005","21","","21",""
"Ireland","Eritrea","2005","48","","48",""
"Ireland","Estonia","2005","12","","12",""
"Ireland","Ethiopia","2005","42","","42",""
"Ireland","Gambia","2005","5","","5",""
"Ireland","Georgia","2005","119","","119",""
"Ireland","Ghana","2005","44","","44",""
"Ireland","Guatemala","2005","2","","2",""
"Ireland","Guinea","2005","42","","42",""
"Ireland","Guinea-Bissau","2005","1","","1",""
"Ireland","Hungary","2005","4","","4",""
"Ireland","India","2005","3","","3",""
"Ireland","Indonesia","2005","1","","1",""
"Ireland","Iraq","2005","257","","257",""
"Ireland","Islamic Rep. of Iran","2005","162","","162",""
"Ireland","Israel","2005","25","","25",""
"Ireland","Jamaica","2005","7","","7",""
"Ireland","Japan","2005","2","","2",""
"Ireland","Jordan","2005","1","","1",""
"Ireland","Kazakhstan","2005","65","","65",""
"Ireland","Kenya","2005","91","","91",""
"Ireland","Kuwait","2005","9","","9",""
"Ireland","Kyrgyzstan","2005","11","","11",""
"Ireland","Latvia","2005","23","","23",""
"Ireland","Lebanon","2005","10","","10",""
"Ireland","Lesotho","2005","1","","1",""
"Ireland","Liberia","2005","40","","40",""
"Ireland","Libya","2005","64","","64",""
"Ireland","Lithuania","2005","22","","22",""
"Ireland","Malawi","2005","4","","4",""
"Ireland","Mauritania","2005","4","","4",""
"Ireland","Mauritius","2005","1","","1",""
"Ireland","Morocco","2005","4","","4",""
"Ireland","Mozambique","2005","5","","5",""
"Ireland","Myanmar","2005","1","","1",""
"Ireland","Nepal","2005","3","","3",""
"Ireland","Nigeria","2005","589","","589",""
"Ireland","Pakistan","2005","124","","124",""
"Ireland","Philippines","2005","3","","3",""
"Ireland","Poland","2005","54","","54",""
"Ireland","Rep. of Moldova","2005","190","","190",""
"Ireland","Romania","2005","321","","321",""
"Ireland","Russian Federation","2005","287","","287",""
"Ireland","Rwanda","2005","76","","76",""
"Ireland","Saudi Arabia","2005","1","","1",""
"Ireland","Serbia (and Kosovo: S/RES/1244 (1999))","2005","368","","368",""
